id,key,value,type
,,,
368043546,b'source',b'USGS Geonames',b'regular'
,,,
368043569,b'state',b'NY',b'addr'
,,,
368043569,b'building',b'yes',b'regular'
,,,
368043569,b'ele',b'5',b'regular'
,,,
368043569,b'county_name',b'New York',b'gnis'
,,,
368043569,b'feature_id',b'2082948',b'gnis'
,,,
368043569,b'import_uuid',b'57871b70-0100-4405-bb30-88b2e001a944',b'gnis'
,,,
368043569,b'reviewed',b'no',b'gnis'
,,,
368043569,b'name',b'Le Gendarme',b'regular'
,,,
368043569,b'source',b'USGS Geonames',b'regular'
,,,
368043579,b'state',b'NY',b'addr'
,,,
368043579,b'building',b'yes',b'regular'
,,,
368043579,b'ele',b'2',b'regular'
,,,
368043579,b'county_name',b'New York',b'gnis'
,,,
368043579,b'feature_id',b'2082951',b'gnis'
,,,
368043579,b'import_uuid',b'57871b70-0100-4405-bb30-88b2e001a944',b'gnis'
,,,
368043579,b'reviewed',b'no',b'gnis'
,,,
368043579,b'name',"b""River's Edge""",b'regular'
,,,
368043579,b'source',b'USGS Geonames',b'regular'
,,,
368043584,b'state',b'NY',b'addr'
,,,
368043584,b'ele',b'2',b'regular'
,,,
368043584,b'county_name',b'New York',b'gnis'
,,,
368043584,b'feature_id',b'2082952',b'gnis'
,,,
368043584,b'import_uuid',b'57871b70-0100-4405-bb30-88b2e001a944',b'gnis'
,,,
368043584,b'reviewed',b'no',b'gnis'
,,,
368043584,b'name',b'Westbeth',b'regular'
,,,
368043584,b'source',b'USGS Geonames',b'regular'
,,,
368043584,b'website',b'http://westbeth.org/wordpress/about/info-and-location/',b'regular'
,,,
368043670,b'state',b'NY',b'addr'
,,,
368043670,b'ele',b'2',b'regular'
,,,
368043670,b'county_name',b'New York',b'gnis'
,,,
368043670,b'feature_id',b'2083022',b'gnis'
,,,
368043670,b'import_uuid',b'57871b70-0100-4405-bb30-88b2e001a944',b'gnis'
,,,
368043670,b'reviewed',b'no',b'gnis'
,,,
368043670,b'name',b'Paula Cooper Gallery',b'regular'
,,,
368043670,b'source',b'USGS Geonames',b'regular'
,,,
368045773,b'state',b'NY',b'addr'
,,,
368045773,b'amenity',b'courthouse',b'regular'
,,,
368045773,b'ele',b'5',b'regular'
,,,
368045773,b'county_name',b'New York',b'gnis'
,,,
368045773,b'feature_id',b'2060144',b'gnis'
,,,
368045773,b'import_uuid',b'57871b70-0100-4405-bb30-88b2e001a944',b'gnis'
,,,
368045773,b'reviewed',b'no',b'gnis'
,,,
368045773,b'name',b'New York City Supreme Court',b'regular'
,,,
368045773,b'source',b'USGS Geonames',b'regular'
,,,
368047434,b'city',b'New York',b'addr'
,,,
368047434,b'housenumber',b'42',b'addr'
,,,
368047434,b'state',b'NY',b'addr'
,,,
368047434,b'street',b'South Street',b'addr'
,,,
368047434,b'amenity',b'fire_station',b'regular'
,,,
368047434,b'ele',b'1',b'regular'
,,,
368047434,b'county_name',b'New York',b'gnis'
,,,
368047434,b'feature_id',b'2084038',b'gnis'
,,,
368047434,b'import_uuid',b'57871b70-0100-4405-bb30-88b2e001a944',b'gnis'
,,,
368047434,b'reviewed',b'no',b'gnis'
,,,
368047434,b'name',b'Engine 4 / Ladder 15',b'regular'
,,,
368047434,b'source',b'USGS Geonames',b'regular'
,,,
368052081,b'state',b'NY',b'addr'
,,,
368052081,b'ele',b'2',b'regular'
,,,
368052081,b'county_name',b'New York',b'gnis'
,,,
368052081,b'feature_id',b'2057419',b'gnis'
,,,
368052081,b'import_uuid',b'57871b70-0100-4405-bb30-88b2e001a944',b'gnis'
,,,
368052081,b'reviewed',b'no',b'gnis'
,,,
368052081,b'name',b'Fraunces Tavern Museum',b'regular'
,,,
368052081,b'source',b'USGS Geonames',b'regular'
,,,
368052081,b'tourism',b'museum',b'regular'
,,,
368052081,b'wheelchair',b'yes',b'regular'
,,,
368052081,b'wikidata',b'Q2947539',b'regular'
,,,
368053339,b'state',b'NY',b'addr'
,,,
368053339,b'building',b'yes',b'regular'
,,,
368053339,b'ele',b'5',b'regular'
,,,
368053339,b'county_name',b'New York',b'gnis'
,,,
368053339,b'feature_id',b'2072034',b'gnis'
,,,
368053339,b'import_uuid',b'57871b70-0100-4405-bb30-88b2e001a944',b'gnis'
,,,
368053339,b'reviewed',b'no',b'gnis'
,,,
368053339,b'name',b'Ninth Precinct Station House',b'regular'
,,,
368053339,b'source',b'USGS Geonames',b'regular'
,,,
368053819,b'state',b'NY',b'addr'
,,,
368053819,b'building',b'yes',b'regular'
,,,
368053819,b'ele',b'9',b'regular'
,,,
368053819,b'county_name',b'New York',b'gnis'
,,,
368053819,b'feature_id',b'2060507',b'gnis'
,,,
368053819,b'import_uuid',b'57871b70-0100-4405-bb30-88b2e001a944',b'gnis'
,,,
368053819,b'reviewed',b'no',b'gnis'
,,,
368053819,b'name',b'Cary Building',b'regular'
,,,
368053819,b'source',b'USGS Geonames',b'regular'
,,,
368053819,b'wikidata',b'Q1046223',b'regular'
,,,
368053885,b'state',b'NY',b'addr'
,,,
368053885,b'building',b'yes',b'regular'
,,,
368053885,b'ele',b'3',b'regular'
,,,
368053885,b'county_name',b'New York',b'gnis'
,,,
368053885,b'feature_id',b'2060140',b'gnis'
,,,
368053885,b'import_uuid',b'57871b70-0100-4405-bb30-88b2e001a944',b'gnis'
,,,
368053885,b'reviewed',b'no',b'gnis'
,,,
368053885,b'name',b'Independence Plaza North',b'regular'
,,,
368053885,b'source',b'USGS Geonames',b'regular'
,,,
368053892,b'state',b'NY',b'addr'
,,,
368053892,b'ele',b'6',b'regular'
,,,
368053892,b'county_name',b'New York',b'gnis'
,,,
368053892,b'feature_id',b'2057544',b'gnis'
,,,
368053892,b'import_uuid',b'57871b70-0100-4405-bb30-88b2e001a944',b'gnis'
,,,
368053892,b'reviewed',b'no',b'gnis'
,,,
368053892,b'name',b'Nichols Hall',b'regular'
,,,
368053892,b'source',b'USGS Geonames',b'regular'
,,,
368053895,b'state',b'NY',b'addr'
,,,
368053895,b'ele',b'6',b'regular'
,,,
368053895,b'county_name',b'New York',b'gnis'
,,,
368053895,b'feature_id',b'2057543',b'gnis'
,,,
368053895,b'import_uuid',b'57871b70-0100-4405-bb30-88b2e001a944',b'gnis'
,,,
368053895,b'reviewed',b'no',b'gnis'
,,,
368053895,b'name',b'Charles E Merrill Hall',b'regular'
,,,
368053895,b'source',b'USGS Geonames',b'regular'
,,,
368061337,b'city',b'New York',b'addr'
,,,
368061337,b'postcode',b'10004',b'addr'
,,,
368061337,b'state',b'NY',b'addr'
,,,
368061337,b'ele',b'3',b'regular'
,,,
368061337,b'feature_id',b'2057415',b'gnis'
,,,
368061337,b'name',b'National Museum of the American Indian',b'regular'
,,,
368061337,b'es',b'Museo Nacional de Indigena',b'name'
,,,
368061337,b'opening_hours',b'Fr-We 10:00-17:00; Th 10:00-20:00',b'regular'
,,,
368061337,b'phone',b'+12125143700',b'regular'
,,,
368061337,b'tourism',b'museum',b'regular'
,,,
368061337,b'wheelchair',b'yes',b'regular'
,,,
368395336,b'state',b'NJ',b'addr'
,,,
368395336,b'ele',b'0',b'regular'
,,,
368395336,b'county_name',b'Hudson',b'gnis'
,,,
368395336,b'created',b'09/08/1979',b'gnis'
,,,
368395336,b'feature_id',b'876978',b'gnis'
,,,
368395336,b'feature_type',b'Bay',b'gnis'
,,,
368395336,b'name',b'Harsimus Cove',b'regular'
,,,
368395336,b'natural',b'bay',b'regular'
,,,
368395336,b'wikidata',b'Q34679403',b'regular'
,,,
368395596,b'state',b'NJ',b'addr'
,,,
368395596,b'ele',b'0',b'regular'
,,,
368395596,b'county_name',b'Hudson',b'gnis'
,,,
368395596,b'created',b'09/08/1979',b'gnis'
,,,
368395596,b'feature_id',b'881645',b'gnis'
,,,
368395596,b'feature_type',b'Bay',b'gnis'
,,,
368395596,b'name',b'Weehawken Cove',b'regular'
,,,
368395596,b'natural',b'bay',b'regular'
,,,
368395596,b'wikidata',b'Q7979376',b'regular'
,,,
368396036,b'state',b'NJ',b'addr'
,,,
368396036,b'aeroway',b'helipad',b'regular'
,,,
368396036,b'ele',b'0',b'regular'
,,,
368396036,b'county_name',b'Hudson',b'gnis'
,,,
368396036,b'created',b'08/01/1994',b'gnis'
,,,
368396036,b'feature_id',b'884792',b'gnis'
,,,
368396036,b'feature_type',b'Airport',b'gnis'
,,,
368396036,b'name',b'Newport Helistop',b'regular'
,,,
368396038,b'state',b'NJ',b'addr'
,,,
368396038,b'aeroway',b'terminal',b'regular'
,,,
368396038,b'ele',b'0',b'regular'
,,,
368396038,b'county_name',b'Hudson',b'gnis'
,,,
368396038,b'created',b'08/01/1994',b'gnis'
,,,
368396038,b'feature_id',b'884790',b'gnis'
,,,
368396038,b'feature_type',b'Airport',b'gnis'
,,,
368396038,b'name',b'Jersey City Seaplane Base',b'regular'
,,,
368396145,b'state',b'NJ',b'addr'
,,,
368396145,b'aeroway',b'helipad',b'regular'
,,,
368396145,b'ele',b'0',b'regular'
,,,
368396145,b'county_name',b'Hudson',b'gnis'
,,,
368396145,b'created',b'08/01/1994',b'gnis'
,,,
368396145,b'feature_id',b'884797',b'gnis'
,,,
368396145,b'feature_type',b'Airport',b'gnis'
,,,
368396145,b'name',b'Kearny Helistop',b'regular'
,,,
368396434,b'state',b'NJ',b'addr'
,,,
368396434,b'aeroway',b'helipad',b'regular'
,,,
368396434,b'ele',b'10',b'regular'
,,,
368396434,b'county_name',b'Hudson',b'gnis'
,,,
368396434,b'created',b'08/01/1994',b'gnis'
,,,
368396434,b'feature_id',b'884972',b'gnis'
,,,
368396434,b'feature_type',b'Airport',b'gnis'
,,,
368396434,b'name',b'Lincoln Tunnel Heliport',b'regular'
,,,
368396434,b'source',b'bing',b'regular'
,,,
369041943,b'state',b'NY',b'addr'
,,,
369041943,b'ele',b'0',b'regular'
,,,
369041943,b'county_name',b'New York',b'gnis'
,,,
369041943,b'created',b'08/01/1990',b'gnis'
,,,
369041943,b'feature_id',b'972001',b'gnis'
,,,
369041943,b'feature_type',b'Bay',b'gnis'
,,,
369041943,b'name',b'South Cove',b'regular'
,,,
369041943,b'natural',b'bay',b'regular'
,,,
370880729,b'barrier',b'entrance',b'regular'
,,,
370880731,b'barrier',b'entrance',b'regular'
,,,
370880761,b'highway',b'motorway_junction',b'regular'
,,,
370880761,b'ref',b'1',b'regular'
,,,
371244942,b'entrance',b'yes',b'regular'
,,,
373069793,b'artist_name',b'Arturo Di Modica',b'regular'
,,,
373069793,b'artwork_type',b'sculpture',b'regular'
,,,
373069793,b'name',b'Charging Bull',b'regular'
,,,
373069793,b'tourism',b'artwork',b'regular'
,,,
373069793,b'website',b'http://chargingbull.com/',b'regular'
,,,
373069793,b'wheelchair',b'limited',b'regular'
,,,
373069793,b'wikidata',b'Q860129',b'regular'
,,,
373069793,b'wikipedia',b'en:Charging Bull',b'regular'
,,,
373880031,b'highway',b'traffic_signals',b'regular'
,,,
373882872,b'crossing',b'traffic_signals',b'regular'
,,,
373882872,b'highway',b'crossing',b'regular'
,,,
373882873,b'crossing',b'traffic_signals',b'regular'
,,,
373882873,b'highway',b'crossing',b'regular'
,,,
373882977,b'crossing',b'traffic_signals',b'regular'
,,,
373882977,b'highway',b'crossing',b'regular'
,,,
373882982,b'crossing',b'traffic_signals',b'regular'
,,,
373882982,b'highway',b'crossing',b'regular'
,,,
373889390,b'highway',b'crossing',b'regular'
,,,
373903786,b'highway',b'traffic_signals',b'regular'
,,,
373915670,b'highway',b'traffic_signals',b'regular'
,,,
373933306,b'highway',b'crossing',b'regular'
,,,
373936427,b'crossing',b'traffic_signals',b'regular'
,,,
373936427,b'highway',b'crossing',b'regular'
,,,
385653414,b'barrier',b'gate',b'regular'
,,,
387180916,b'highway',b'traffic_signals',b'regular'
,,,
402475097,b'highway',b'traffic_signals',b'regular'
,,,
402475097,b'ref',b'4',b'regular'
,,,
402480678,b'highway',b'traffic_signals',b'regular'
,,,
410162266,b'name',b'Bowling Green',b'regular'
,,,
410162266,b'network',b'New York City Subway',b'regular'
,,,
410162266,b'opening_hours',b'24/7',b'regular'
,,,
410162266,b'operator',b'New York City Transit Authority',b'regular'
,,,
410162266,b'public_transport',b'station',b'regular'
,,,
410162266,b'railway',b'station',b'regular'
,,,
410162266,b'station',b'subway',b'regular'
,,,
410162266,b'subway',b'yes',b'regular'
,,,
410162266,b'wheelchair',b'yes',b'regular'
,,,
410162267,b'name',b'South Ferry',b'regular'
,,,
410162267,b'network',b'New York City Subway',b'regular'
,,,
410162267,b'opening_hours',b'24/7',b'regular'
,,,
410162267,b'operator',b'New York City Transit Authority',b'regular'
,,,
410162267,b'public_transport',b'station',b'regular'
,,,
410162267,b'railway',b'station',b'regular'
,,,
410162267,b'station',b'subway',b'regular'
,,,
410162267,b'subway',b'yes',b'regular'
,,,
410162267,b'wheelchair',b'yes',b'regular'
,,,
419359985,b'amenity',b'bicycle_parking',b'regular'
,,,
419359985,b'capacity',b'2',b'regular'
,,,
419359985,b'cityracks.housenum',b'133',b'regular'
,,,
419359985,b'cityracks.large',b'0',b'regular'
,,,
419359985,b'cityracks.rackid',b'2322',b'regular'
,,,
419359985,b'cityracks.small',b'1',b'regular'
,,,
419359985,b'cityracks.street',b'W Broadway',b'regular'
,,,
419360001,b'amenity',b'bicycle_parking',b'regular'
,,,
419360001,b'capacity',b'2',b'regular'
,,,
419360001,b'cityracks.housenum',b'155',b'regular'
,,,
419360001,b'cityracks.installed',b'9/29/2004',b'regular'
,,,
419360001,b'cityracks.large',b'0',b'regular'
,,,
419360001,b'cityracks.rackid',b'3047',b'regular'
,,,
419360001,b'cityracks.small',b'1',b'regular'
,,,
419360001,b'cityracks.street',b'Duane St',b'regular'
,,,
419360040,b'amenity',b'bicycle_parking',b'regular'
,,,
419360040,b'capacity',b'4',b'regular'
,,,
419360040,b'cityracks.housenum',b'315',b'regular'
,,,
419360040,b'cityracks.large',b'0',b'regular'
,,,
419360040,b'cityracks.rackid',b'2414',b'regular'
,,,
419360040,b'cityracks.small',b'2',b'regular'
,,,
419360040,b'cityracks.street',b'Hudson St',b'regular'
,,,
419360044,b'amenity',b'bicycle_parking',b'regular'
,,,
419360044,b'capacity',b'2',b'regular'
,,,
419360044,b'cityracks.housenum',b'359',b'regular'
,,,
419360044,b'cityracks.installed',b'6/10/2002',b'regular'
,,,
419360044,b'cityracks.large',b'0',b'regular'
,,,
419360044,b'cityracks.rackid',b'1699',b'regular'
,,,
419360044,b'cityracks.small',b'1',b'regular'
,,,
419360044,b'cityracks.street',b'W 11th St',b'regular'
,,,
419360092,b'amenity',b'bicycle_parking',b'regular'
,,,
419360092,b'capacity',b'2',b'regular'
,,,
419360092,b'cityracks.housenum',b'353',b'regular'
,,,
419360092,b'cityracks.installed',b'6/10/2002',b'regular'
,,,
419360092,b'cityracks.large',b'0',b'regular'
,,,
419360092,b'cityracks.rackid',b'1698',b'regular'
,,,
419360092,b'cityracks.small',b'1',b'regular'
,,,
419360092,b'cityracks.street',b'W 11th St',b'regular'
,,,
419360095,b'amenity',b'bicycle_parking',b'regular'
,,,
419360095,b'capacity',b'2',b'regular'
,,,
419360095,b'cityracks.housenum',b'717',b'regular'
,,,
419360095,b'cityracks.installed',b'6/10/2002',b'regular'
,,,
419360095,b'cityracks.large',b'0',b'regular'
,,,
419360095,b'cityracks.rackid',b'1746',b'regular'
,,,
419360095,b'cityracks.small',b'1',b'regular'
,,,
419360095,b'cityracks.street',b'Washington St',b'regular'
,,,
419360099,b'amenity',b'bicycle_parking',b'regular'
,,,
419360099,b'capacity',b'2',b'regular'
,,,
419360099,b'cityracks.housenum',b'189',b'regular'
,,,
419360099,b'cityracks.large',b'0',b'regular'
,,,
419360099,b'cityracks.rackid',b'2331',b'regular'
,,,
419360099,b'cityracks.small',b'1',b'regular'
,,,
419360099,b'cityracks.street',b'Franklin St',b'regular'
,,,
419360113,b'amenity',b'bicycle_parking',b'regular'
,,,
419360113,b'capacity',b'2',b'regular'
,,,
419360113,b'cityracks.housenum',b'65',b'regular'
,,,
419360113,b'cityracks.large',b'0',b'regular'
,,,
419360113,b'cityracks.rackid',b'4715',b'regular'
,,,
419360113,b'cityracks.small',b'1',b'regular'
,,,
419360113,b'cityracks.street',b'W Broadway',b'regular'
,,,
419360138,b'amenity',b'bicycle_parking',b'regular'
,,,
419360138,b'capacity',b'15',b'regular'
,,,
419360138,b'cityracks.housenum',b'199',b'regular'
,,,
419360138,b'cityracks.installed',b'7/5/2001',b'regular'
,,,
419360138,b'cityracks.large',b'3',b'regular'
,,,
419360138,b'cityracks.rackid',"b'2334,2335'",b'regular'
,,,
419360138,b'cityracks.small',b'0',b'regular'
,,,
419360138,b'cityracks.street',b'Chambers St',b'regular'
,,,
419360228,b'amenity',b'bicycle_parking',b'regular'
,,,
419360228,b'capacity',b'2',b'regular'
,,,
419360228,b'cityracks.housenum',b'111',b'regular'
,,,
419360228,b'cityracks.installed',b'3/7/2000',b'regular'
,,,
419360228,b'cityracks.large',b'0',b'regular'
,,,
419360228,b'cityracks.rackid',b'1787',b'regular'
,,,
419360228,b'cityracks.small',b'1',b'regular'
,,,
419360228,b'cityracks.street',b'Morton St',b'regular'
,,,
419360284,b'amenity',b'bicycle_parking',b'regular'
,,,
419360284,b'capacity',b'2',b'regular'
,,,
419360284,b'cityracks.housenum',b'529',b'regular'
,,,
419360284,b'cityracks.installed',b'7/8/2001',b'regular'
,,,
419360284,b'cityracks.large',b'0',b'regular'
,,,
419360284,b'cityracks.rackid',b'2455',b'regular'
,,,
419360284,b'cityracks.small',b'1',b'regular'
,,,
419360284,b'cityracks.street',b'Greenwich St',b'regular'
,,,
419360322,b'amenity',b'bicycle_parking',b'regular'
,,,
419360322,b'capacity',b'2',b'regular'
,,,
419360322,b'cityracks.housenum',b'80',b'regular'
,,,
419360322,b'cityracks.installed',b'4/18/2005',b'regular'
,,,
419360322,b'cityracks.large',b'0',b'regular'
,,,
419360322,b'cityracks.rackid',b'3075',b'regular'
,,,
419360322,b'cityracks.small',b'1',b'regular'
,,,
419360322,b'cityracks.street',b'Van Dam St',b'regular'
,,,
419360385,b'amenity',b'bicycle_parking',b'regular'
,,,
419360385,b'capacity',b'2',b'regular'
,,,
419360385,b'cityracks.housenum',b'124',b'regular'
,,,
419360385,b'cityracks.large',b'0',b'regular'
,,,
419360385,b'cityracks.rackid',b'2396',b'regular'
,,,
419360385,b'cityracks.small',b'1',b'regular'
,,,
419360385,b'cityracks.street',b'Hudson St',b'regular'
,,,
419360669,b'amenity',b'bicycle_parking',b'regular'
,,,
419360669,b'capacity',b'2',b'regular'
,,,
419360669,b'cityracks.housenum',b'121',b'regular'
,,,
419360669,b'cityracks.installed',b'9/29/2004',b'regular'
,,,
419360669,b'cityracks.large',b'0',b'regular'
,,,
419360669,b'cityracks.rackid',b'3042',b'regular'
,,,
419360669,b'cityracks.small',b'1',b'regular'
,,,
419360669,b'cityracks.street',b'Reade St',b'regular'
,,,
419360720,b'amenity',b'bicycle_parking',b'regular'
,,,
419360720,b'capacity',b'2',b'regular'
,,,
419360720,b'cityracks.housenum',b'199',b'regular'
,,,
419360720,b'cityracks.large',b'0',b'regular'
,,,
419360720,b'cityracks.rackid',b'278',b'regular'
,,,
419360720,b'cityracks.small',b'1',b'regular'
,,,
419360720,b'cityracks.street',b'Chambers St.',b'regular'
,,,
419360756,b'amenity',b'bicycle_parking',b'regular'
,,,
419360756,b'capacity',b'2',b'regular'
,,,
419360756,b'cityracks.housenum',b'164',b'regular'
,,,
419360756,b'cityracks.installed',b'9/29/2004',b'regular'
,,,
419360756,b'cityracks.large',b'0',b'regular'
,,,
419360756,b'cityracks.rackid',b'3083',b'regular'
,,,
419360756,b'cityracks.small',b'1',b'regular'
,,,
419360756,b'cityracks.street',b'Chambers St',b'regular'
,,,
419360936,b'amenity',b'bicycle_parking',b'regular'
,,,
419360936,b'capacity',b'2',b'regular'
,,,
419360936,b'cityracks.housenum',b'295',b'regular'
,,,
419360936,b'cityracks.installed',b'7/8/2001',b'regular'
,,,
419360936,b'cityracks.large',b'0',b'regular'
,,,
419360936,b'cityracks.rackid',b'2471',b'regular'
,,,
419360936,b'cityracks.small',b'1',b'regular'
,,,
419360936,b'cityracks.street',b'Greenwich St',b'regular'
,,,
419360981,b'amenity',b'bicycle_parking',b'regular'
,,,
419360981,b'capacity',b'2',b'regular'
,,,
419360981,b'cityracks.housenum',b'151',b'regular'
,,,
419360981,b'cityracks.installed',b'7/8/2001',b'regular'
,,,
419360981,b'cityracks.large',b'0',b'regular'
,,,
419360981,b'cityracks.rackid',b'2326',b'regular'
,,,
419360981,b'cityracks.small',b'1',b'regular'
,,,
419360981,b'cityracks.street',b'Hudson St',b'regular'
,,,
419361117,b'amenity',b'bicycle_parking',b'regular'
,,,
419361117,b'capacity',b'5',b'regular'
,,,
419361117,b'cityracks.housenum',b'159',b'regular'
,,,
419361117,b'cityracks.large',b'1',b'regular'
,,,
419361117,b'cityracks.rackid',b'1687',b'regular'
,,,
419361117,b'cityracks.small',b'0',b'regular'
,,,
419361117,b'cityracks.street',b'Christopher St',b'regular'
,,,
419361125,b'amenity',b'bicycle_parking',b'regular'
,,,
419361125,b'capacity',b'5',b'regular'
,,,
419361125,b'cityracks.housenum',b'209',b'regular'
,,,
419361125,b'cityracks.large',b'1',b'regular'
,,,
419361125,b'cityracks.rackid',b'2337',b'regular'
,,,
419361125,b'cityracks.small',b'0',b'regular'
,,,
419361125,b'cityracks.street',b'Hudson St',b'regular'
,,,
419361175,b'amenity',b'bicycle_parking',b'regular'
,,,
419361175,b'capacity',b'5',b'regular'
,,,
419361175,b'cityracks.housenum',b'95',b'regular'
,,,
419361175,b'cityracks.installed',b'7/8/2001',b'regular'
,,,
419361175,b'cityracks.large',b'1',b'regular'
,,,
419361175,b'cityracks.rackid',b'2365',b'regular'
,,,
419361175,b'cityracks.small',b'0',b'regular'
,,,
419361175,b'cityracks.street',b'W Broadway',b'regular'
,,,
419361189,b'amenity',b'bicycle_parking',b'regular'
,,,
419361189,b'capacity',b'2',b'regular'
,,,
419361189,b'cityracks.housenum',b'150',b'regular'
,,,
419361189,b'cityracks.large',b'0',b'regular'
,,,
419361189,b'cityracks.rackid',b'4747',b'regular'
,,,
419361189,b'cityracks.small',b'1',b'regular'
,,,
419361189,b'cityracks.street',b'Chambers St',b'regular'
,,,
419361304,b'amenity',b'bicycle_parking',b'regular'
,,,
419361304,b'capacity',b'2',b'regular'
,,,
419361304,b'cityracks.housenum',b'111',b'regular'
,,,
419361304,b'cityracks.large',b'0',b'regular'
,,,
419361304,b'cityracks.rackid',b'1733',b'regular'
,,,
419361304,b'cityracks.small',b'1',b'regular'
,,,
419361304,b'cityracks.street',b'Jane St',b'regular'
,,,
419361543,b'amenity',b'bicycle_parking',b'regular'
,,,
419361543,b'capacity',b'2',b'regular'
,,,
419361543,b'cityracks.housenum',b'375',b'regular'
,,,
419361543,b'cityracks.installed',b'7/8/2001',b'regular'
,,,
419361543,b'cityracks.large',b'0',b'regular'
,,,
419361543,b'cityracks.rackid',b'2349',b'regular'
,,,
419361543,b'cityracks.small',b'1',b'regular'
,,,
419361543,b'cityracks.street',b'Greenwich St',b'regular'
,,,
419361663,b'amenity',b'bicycle_parking',b'regular'
,,,
419361663,b'capacity',b'2',b'regular'
,,,
419361663,b'cityracks.housenum',b'82',b'regular'
,,,
419361663,b'cityracks.installed',b'9/29/2004',b'regular'
,,,
419361663,b'cityracks.large',b'0',b'regular'
,,,
419361663,b'cityracks.rackid',b'3090',b'regular'
,,,
419361663,b'cityracks.small',b'1',b'regular'
,,,
419361663,b'cityracks.street',b'W Broadway',b'regular'
,,,
419361676,b'amenity',b'bicycle_parking',b'regular'
,,,
419361676,b'capacity',b'2',b'regular'
,,,
419361676,b'cityracks.housenum',b'147',b'regular'
,,,
419361676,b'cityracks.large',b'0',b'regular'
,,,
419361676,b'cityracks.rackid',b'2324',b'regular'
,,,
419361676,b'cityracks.small',b'1',b'regular'
,,,
419361676,b'cityracks.street',b'Chambers St',b'regular'
,,,
419361903,b'amenity',b'bicycle_parking',b'regular'
,,,
419361903,b'capacity',b'2',b'regular'
,,,
419361903,b'cityracks.housenum',b'178',b'regular'
,,,
419361903,b'cityracks.installed',b'7/8/2001',b'regular'
,,,
419361903,b'cityracks.large',b'0',b'regular'
,,,
419361903,b'cityracks.rackid',b'2330',b'regular'
,,,
419361903,b'cityracks.small',b'1',b'regular'
,,,
419361903,b'cityracks.street',b'Church St',b'regular'
,,,
419361924,b'amenity',b'bicycle_parking',b'regular'
,,,
419361924,b'capacity',b'2',b'regular'
,,,
419361924,b'cityracks.housenum',b'515',b'regular'
,,,
419361924,b'cityracks.installed',b'7/8/2001',b'regular'
,,,
419361924,b'cityracks.large',b'0',b'regular'
,,,
419361924,b'cityracks.rackid',b'2426',b'regular'
,,,
419361924,b'cityracks.small',b'1',b'regular'
,,,
419361924,b'cityracks.street',b'Greenwich St',b'regular'
,,,
419361934,b'amenity',b'bicycle_parking',b'regular'
,,,
419361934,b'capacity',b'2',b'regular'
,,,
419361934,b'cityracks.housenum',b'0',b'regular'
,,,
419361934,b'cityracks.large',b'0',b'regular'
,,,
419361934,b'cityracks.rackid',b'1499',b'regular'
,,,
419361934,b'cityracks.small',b'1',b'regular'
,,,
419361934,b'cityracks.street',b'W 16th St',b'regular'
,,,
419361937,b'amenity',b'bicycle_parking',b'regular'
,,,
419361937,b'capacity',b'2',b'regular'
,,,
419361937,b'cityracks.housenum',b'250',b'regular'
,,,
419361937,b'cityracks.large',b'0',b'regular'
,,,
419361937,b'cityracks.rackid',b'2404',b'regular'
,,,
419361937,b'cityracks.small',b'1',b'regular'
,,,
419361937,b'cityracks.street',b'Hudson St',b'regular'
,,,
419361950,b'amenity',b'bicycle_parking',b'regular'
,,,
419361950,b'capacity',b'20',b'regular'
,,,
419361950,b'cityracks.housenum',b'334',b'regular'
,,,
419361950,b'cityracks.installed',b'8/9/2008',b'regular'
,,,
419361950,b'cityracks.large',b'4',b'regular'
,,,
419361950,b'cityracks.rackid',b'450',b'regular'
,,,
419361950,b'cityracks.small',b'0',b'regular'
,,,
419361950,b'cityracks.street',b'Greenwich St',b'regular'
,,,
419362029,b'amenity',b'bicycle_parking',b'regular'
,,,
419362029,b'capacity',b'2',b'regular'
,,,
419362029,b'cityracks.housenum',b'179',b'regular'
,,,
419362029,b'cityracks.installed',b'7/8/2001',b'regular'
,,,
419362029,b'cityracks.large',b'0',b'regular'
,,,
419362029,b'cityracks.rackid',b'2484',b'regular'
,,,
419362029,b'cityracks.small',b'1',b'regular'
,,,
419362029,b'cityracks.street',b'Church St',b'regular'
,,,
419362046,b'amenity',b'bicycle_parking',b'regular'
,,,
419362046,b'capacity',b'7',b'regular'
,,,
419362046,b'cityracks.housenum',b'101',b'regular'
,,,
419362046,b'cityracks.installed',b'7/5/2001',b'regular'
,,,
419362046,b'cityracks.large',b'1',b'regular'
,,,
419362046,b'cityracks.rackid',"b'2468,3078'",b'regular'
,,,
419362046,b'cityracks.small',b'1',b'regular'
,,,
419362046,b'cityracks.street',b'Barclay St',b'regular'
,,,
419362431,b'amenity',b'bicycle_parking',b'regular'
,,,
419362431,b'capacity',b'2',b'regular'
,,,
419362431,b'cityracks.housenum',b'43',b'regular'
,,,
419362431,b'cityracks.installed',b'9/29/2004',b'regular'
,,,
419362431,b'cityracks.large',b'0',b'regular'
,,,
419362431,b'cityracks.rackid',b'3084',b'regular'
,,,
419362431,b'cityracks.small',b'1',b'regular'
,,,
419362431,b'cityracks.street',b'Warren St',b'regular'
,,,
419362588,b'amenity',b'bicycle_parking',b'regular'
,,,
419362588,b'capacity',b'2',b'regular'
,,,
419362588,b'cityracks.housenum',b'388',b'regular'
,,,
